'sample #',MLII,V5
638708,966,989
638709,966,985
638710,966,983
638711,963,984
638712,962,985
638713,962,985
638714,961,983
638715,961,983
638716,959,981
638717,954,984
638718,955,982
638719,958,982
638720,959,981
638721,955,980
638722,955,979
638723,952,983
638724,957,982
638725,958,985
638726,957,981
638727,957,982
638728,955,978
638729,955,978
638730,957,980
638731,956,983
638732,958,984
638733,957,982
638734,955,978
638735,953,980
638736,955,983
638737,957,982
638738,957,979
638739,954,979
638740,954,978
638741,953,979
638742,953,981
638743,955,983
638744,955,983
638745,956,981
638746,954,980
638747,953,981
638748,956,981
638749,957,980
638750,957,981
638751,956,981
638752,954,981
638753,954,980
638754,957,983
638755,961,983
638756,959,984
638757,957,980
638758,955,980
638759,952,983
638760,953,985
638761,953,983
638762,955,983
638763,954,980
638764,954,980
638765,953,980
638766,954,983
638767,958,985
638768,961,984
638769,964,980
638770,963,977
638771,967,981
638772,967,983
638773,970,987
638774,970,987
638775,970,987
638776,972,984
638777,974,983
638778,976,987
638779,980,989
638780,980,989
638781,983,989
638782,980,984
638783,976,986
638784,977,989
638785,976,990
638786,977,994
638787,972,991
638788,974,989
638789,972,990
638790,972,993
638791,971,995
638792,968,992
638793,969,987
638794,970,986
638795,972,983
638796,976,987
638797,972,985
638798,968,984
638799,962,982
638800,957,980
638801,954,981
638802,953,981
638803,953,981
638804,954,982
638805,955,979
638806,950,977
638807,948,980
638808,950,979
638809,953,979
638810,953,978
638811,949,977
638812,947,976
638813,945,977
638814,946,979
638815,945,978
638816,948,978
638817,946,977
638818,944,973
638819,941,976
638820,944,976
638821,946,978
638822,947,977
638823,947,977
638824,943,974
638825,944,975
638826,946,978
638827,945,979
638828,946,976
638829,948,971
638830,941,964
638831,939,961
638832,935,961
638833,927,956
638834,924,953
638835,918,955
638836,909,973
638837,902,995
638838,905,1018
638839,927,1036
638840,951,1049
638841,983,1065
638842,1019,1085
638843,1067,1113
638844,1122,1124
638845,1169,1109
638846,1199,1055
638847,1200,988
638848,1162,944
638849,1083,940
638850,1002,954
638851,948,964
638852,923,967
638853,916,967
638854,922,968
638855,927,970
638856,935,971
638857,936,973
638858,936,974
638859,937,970
638860,935,966
638861,936,967
638862,936,966
638863,938,972
638864,938,970
638865,938,973
638866,936,971
638867,936,972
638868,936,973
638869,936,975
638870,935,972
638871,935,969
638872,935,967
638873,932,968
638874,933,972
638875,933,973
638876,935,975
638877,936,972
638878,936,969
638879,935,972
638880,934,973
638881,937,973
638882,939,972
638883,936,972
638884,935,975
638885,931,975
638886,931,977
638887,937,976
638888,938,978
638889,937,975
638890,935,972
638891,935,975
638892,937,974
638893,936,977
638894,938,977
638895,938,974
638896,935,969
638897,935,969
638898,937,975
638899,937,975
638900,935,976
638901,936,976
638902,934,974
638903,933,975
638904,937,975
638905,937,975
638906,937,974
638907,935,973
638908,932,971
638909,931,974
638910,934,975
638911,934,973
638912,937,975
638913,938,973
638914,936,969
638915,936,970
638916,935,970
638917,937,970
638918,935,971
638919,934,967
638920,933,965
638921,932,964
638922,934,967
638923,935,966
638924,935,967
638925,935,966
638926,933,964
638927,935,964
638928,936,963
638929,937,965
638930,935,965
638931,934,961
638932,933,955
638933,933,954
638934,934,957
638935,935,958
638936,932,957
638937,929,955
638938,926,952
638939,924,950
638940,924,954
638941,925,954
638942,926,951
638943,925,951
638944,925,949
638945,926,951
638946,927,954
638947,930,955
638948,931,956
638949,929,956
638950,930,957
638951,927,962
638952,929,966
638953,933,970
638954,936,971
638955,938,973
638956,939,972
638957,939,973
638958,945,978
638959,948,981
638960,952,983
638961,949,983
638962,952,984
638963,952,985
638964,954,987
638965,954,989
638966,954,990
638967,957,989
638968,956,987
638969,954,988
638970,956,989
638971,956,988
638972,955,991
638973,953,989
638974,953,988
638975,952,990
638976,956,991
638977,960,992
638978,960,992
638979,957,988
638980,956,988
638981,953,987
638982,958,992
638983,958,994
638984,960,992
638985,963,990
638986,962,987
638987,959,991
638988,960,991
638989,962,991
638990,961,991
638991,961,991
638992,959,987
638993,957,987
638994,958,989
638995,959,990
638996,959,992
638997,958,989
638998,955,987
638999,955,987
639000,955,987
639001,957,988
639002,958,988
639003,954,985
639004,954,984
639005,953,986
639006,953,987
639007,954,989
639008,955,987
639009,954,985
639010,953,984
639011,952,984
639012,953,986
639013,954,986
639014,953,985
639015,952,986
639016,951,983
639017,949,982
639018,950,984
639019,953,986
639020,953,986
639021,953,984
639022,953,983
639023,948,987
639024,950,986
639025,953,988
639026,955,986
639027,952,986
639028,949,984
639029,948,985
639030,950,987
639031,949,990
639032,951,988
639033,952,983
639034,951,986
639035,949,986
639036,950,987
639037,949,989
639038,953,989
639039,951,985
639040,949,985
639041,948,984
639042,951,987
639043,955,990
639044,955,990
639045,954,987
639046,955,987
639047,953,987
639048,954,988
639049,956,989
639050,957,988
639051,956,987
639052,955,987
639053,955,987
639054,956,990
639055,955,993
639056,956,990
639057,958,987
639058,955,987
639059,954,988
639060,957,992
639061,960,992
639062,960,988
639063,962,989
639064,961,987
639065,963,988
639066,967,989
639067,969,992
639068,970,991
639069,970,991
639070,970,991
639071,970,992
639072,972,996
639073,975,1001
639074,976,999
639075,976,999
639076,977,995
639077,976,994
639078,975,997
639079,976,1001
639080,978,1002
639081,977,1003
639082,974,1004
639083,972,1002
639084,975,1003
639085,978,1004
639086,978,1003
639087,974,1002
639088,971,999
639089,973,999
639090,977,1002
639091,980,1000
639092,978,996
639093,972,998
639094,965,995
639095,960,994
639096,959,996
639097,958,999
639098,954,995
639099,954,994
639100,951,992
639101,950,993
639102,954,994
639103,953,997
639104,955,997
639105,954,995
639106,951,995
639107,951,994
639108,951,995
639109,953,997
639110,956,995
639111,956,993
639112,953,992
639113,951,993
639114,954,995
639115,955,998
639116,956,998
639117,956,997
639118,954,994
639119,953,993
639120,953,996
639121,956,998
639122,955,995
639123,955,988
639124,949,983
639125,944,979
639126,938,973
639127,933,970
639128,930,970
639129,926,979
639130,915,1000
639131,908,1026
639132,923,1049
639133,945,1064
639134,974,1077
639135,1006,1096
639136,1041,1116
639137,1094,1137
639138,1150,1154
639139,1194,1146
639140,1219,1096
639141,1223,1026
639142,1192,977
639143,1125,958
639144,1039,970
639145,975,980
639146,940,986
639147,927,987
639148,930,989
639149,940,990
639150,949,990
639151,952,992
639152,951,990
639153,950,992
639154,949,988
639155,948,989
639156,950,992
639157,952,993
639158,951,993
639159,949,990
639160,949,990
639161,948,990
639162,951,993
639163,951,993
639164,950,993
639165,951,992
639166,948,991
639167,946,991
639168,949,995
639169,950,994
639170,951,992
639171,951,991
639172,950,991
639173,948,990
639174,951,991
639175,952,995
639176,953,992
639177,950,991
639178,952,990
639179,950,989
639180,951,993
639181,950,995
639182,952,996
639183,951,994
639184,950,991
639185,949,992
639186,949,992
639187,952,995
639188,950,992
639189,951,992
639190,950,990
639191,948,992
639192,949,992
639193,951,994
639194,951,991
639195,951,990
639196,949,988
639197,949,989
639198,948,991
639199,951,994
639200,953,992
639201,953,991
639202,952,988
639203,951,985
639204,952,988
639205,952,991
639206,953,988
639207,951,990
639208,951,987
639209,948,984
639210,951,988
639211,952,989
639212,954,985
639213,953,984
639214,951,984
639215,952,983
639216,952,984
639217,953,987
639218,956,984
639219,954,982
639220,952,979
639221,950,978
639222,952,979
639223,952,978
639224,953,977
639225,950,975
639226,948,970
639227,946,972
639228,947,973
639229,949,974
639230,952,971
639231,949,968
639232,946,965
639233,944,966
639234,945,966
639235,948,969
639236,949,967
639237,949,965
639238,946,963
639239,947,963
639240,947,967
639241,948,968
639242,949,967
639243,947,969
639244,947,972
639245,947,970
639246,950,975
639247,952,979
639248,954,983
639249,955,983
639250,956,983
639251,955,986
639252,960,991
639253,962,994
639254,964,995
639255,964,996
639256,965,994
639257,967,995
639258,969,999
639259,970,1002
639260,972,1003
639261,973,1001
639262,975,1002
639263,974,1000
639264,976,1003
639265,977,1005
639266,978,1000
639267,973,1002
639268,976,999
639269,973,1001
639270,974,1004
639271,975,1007
639272,976,1004
639273,976,1001
639274,972,998
639275,970,1000
639276,972,1002
639277,975,1005
639278,977,1004
639279,974,1000
639280,971,1001
639281,969,1000
639282,973,1003
639283,971,1002
639284,973,1002
639285,973,1001
639286,972,1000
639287,969,1000
639288,971,1001
639289,972,1002
639290,975,1001
639291,974,999
639292,973,996
639293,971,996
639294,973,999
639295,974,1002
639296,974,1000
639297,970,997
639298,969,998
639299,965,995
639300,965,996
639301,969,998
639302,969,998
639303,969,996
639304,966,995
639305,964,995
639306,966,996
639307,968,997
639308,970,995
639309,969,995
639310,967,994
639311,966,992
639312,965,992
639313,965,996
639314,966,996
639315,965,994
639316,964,993
639317,963,991
639318,965,994
639319,964,995
639320,965,991
639321,967,993
639322,968,992
639323,964,993
639324,964,995
639325,966,996
639326,967,996
639327,965,992
639328,962,989
639329,964,991
639330,961,992
639331,963,997
639332,964,993
639333,964,993
639334,963,990
639335,961,991
639336,963,994
639337,964,994
639338,963,995
639339,965,994
639340,964,992
639341,962,993
639342,963,994
639343,964,995
639344,967,995
639345,965,993
639346,965,992
639347,963,993
639348,964,996
639349,964,997
639350,967,995
639351,967,995
639352,963,992
639353,962,992
639354,962,993
639355,962,998
639356,966,998
639357,964,996
639358,963,994
639359,959,992
639360,962,995
639361,964,995
639362,965,995
639363,965,994
639364,964,993
639365,961,993
639366,963,995
639367,967,996
639368,968,994
639369,972,994
639370,970,992
639371,972,992
639372,975,993
639373,979,997
639374,980,998
639375,981,996
639376,980,997
639377,980,996
639378,983,1001
639379,986,1001
639380,989,1002
639381,989,999
639382,988,1001
639383,986,1000
639384,982,1002
639385,984,1003
639386,984,1005
639387,983,1006
639388,981,1004
639389,977,1004
639390,980,1004
639391,979,1009
639392,979,1007
639393,979,1006
639394,980,1003
639395,982,998
639396,986,999
639397,983,1003
639398,979,1001
639399,973,1000
639400,968,996
639401,965,995
639402,964,996
639403,963,999
639404,961,995
639405,959,996
639406,956,994
639407,956,994
639408,957,995
639409,959,995
639410,960,993
639411,958,993
639412,957,989
639413,954,989
639414,956,992
639415,956,995
639416,957,993
639417,955,993
639418,955,994
639419,955,992
639420,954,992
639421,953,991
639422,956,993
639423,955,991
639424,952,989
639425,951,991
639426,951,994
639427,954,993
639428,954,989
639429,955,986
639430,949,979
639431,946,971
639432,942,970
639433,937,966
639434,930,963
639435,927,967
639436,921,984
639437,915,1013
639438,919,1045
639439,936,1070
639440,966,1095
639441,999,1119
639442,1034,1144
639443,1079,1169
639444,1138,1190
639445,1191,1187
639446,1225,1134
639447,1233,1054
639448,1205,995
639449,1133,974
639450,1040,983
639451,969,989
639452,937,985
639453,932,984
639454,939,985
639455,946,984
639456,950,983
639457,950,982
639458,949,982
639459,949,982
639460,947,981
639461,945,979
639462,947,980
639463,947,982
639464,948,983
639465,948,984
639466,946,980
639467,944,980
639468,945,982
639469,948,984
639470,947,982
639471,944,979
639472,942,982
639473,942,981
639474,943,982
639475,945,986
639476,946,986
639477,948,981
639478,946,981
639479,943,980
639480,942,982
639481,945,984
639482,946,983
639483,946,983
639484,944,982
639485,941,980
639486,941,984
639487,941,983
639488,945,981
639489,944,982
639490,943,983
639491,942,982
639492,943,982
639493,944,984
639494,946,982
639495,946,979
639496,944,978
639497,943,979
639498,944,982
639499,940,983
639500,944,983
639501,944,982
639502,942,977
639503,942,979
639504,941,981
639505,943,981
639506,942,982
639507,944,979
639508,944,977
639509,942,979
639510,943,980
639511,949,980
639512,952,979
639513,949,976
639514,947,976
639515,946,977
639516,948,975
639517,949,978
639518,947,978
639519,950,974
639520,948,972
639521,945,972
639522,946,972
639523,947,972
639524,951,971
639525,949,970
639526,947,967
639527,945,967
639528,943,967
639529,947,966
639530,948,965
639531,947,965
639532,946,961
639533,945,963
639534,945,965
639535,946,966
639536,947,962
639537,947,962
639538,947,961
639539,944,959
639540,946,964
639541,948,966
639542,951,965
639543,949,967
639544,949,966
639545,945,969
639546,946,971
639547,950,977
639548,952,976
639549,953,979
639550,952,983
639551,954,985
639552,956,986
639553,958,991
639554,961,993
639555,963,992
639556,962,993
639557,961,995
639558,962,1000
639559,966,1001
639560,966,1000
639561,966,1001
639562,968,997
639563,966,997
639564,968,1000
639565,971,1004
639566,971,1003
639567,969,1003
639568,970,1000
639569,967,998
639570,969,1001
639571,968,1002
639572,969,999
639573,969,999
639574,967,999
639575,962,1000
639576,964,1000
639577,966,1004
639578,968,1001
639579,965,998
639580,964,998
639581,961,1000
639582,962,1001
639583,965,1003
639584,966,1001
639585,967,1000
639586,966,996
639587,965,997
639588,966,999
639589,966,1000
639590,970,997
639591,968,998
639592,965,997
639593,964,997
639594,964,1000
639595,965,1001
639596,968,1001
639597,966,999
639598,965,995
639599,962,996
639600,961,997
639601,962,999
639602,963,998
639603,962,998
639604,960,995
639605,959,996
639606,959,994
639607,960,997
639608,960,995
639609,960,995
639610,959,993
639611,956,993
639612,957,995
639613,957,996
639614,958,996
639615,959,992
639616,956,992
639617,954,993
639618,956,995
639619,957,998
639620,959,995
639621,960,994
639622,959,991
639623,955,992
639624,955,993
639625,957,993
639626,960,995
639627,957,992
639628,956,993
639629,953,993
639630,955,994
639631,955,994
639632,957,993
639633,957,994
639634,955,991
639635,954,990
639636,952,994
639637,953,997
639638,957,994
639639,956,992
639640,955,990
639641,952,992
639642,954,995
639643,955,998
639644,957,996
639645,955,994
639646,955,995
639647,954,994
639648,956,995
639649,956,998
639650,957,996
639651,957,995
639652,956,995
639653,958,995
639654,957,997
639655,959,996
639656,959,998
639657,958,995
639658,959,994
639659,955,996
639660,955,995
639661,955,1000
639662,958,997
639663,957,995
639664,958,994
639665,958,992
639666,962,995
639667,965,997
639668,971,999
639669,972,1000
639670,970,998
639671,967,998
639672,970,1001
639673,971,1003
639674,975,1003
639675,977,1005
639676,977,1004
639677,977,1004
639678,978,1007
639679,980,1008
639680,981,1007
639681,979,1005
639682,978,1004
639683,974,1005
639684,974,1009
639685,973,1013
639686,975,1014
639687,973,1012
639688,973,1009
639689,970,1008
639690,973,1011
639691,970,1011
639692,974,1012
639693,971,1010
639694,967,1009
639695,965,1008
639696,970,1009
639697,975,1009
639698,979,1009
639699,976,1006
639700,969,1005
639701,961,1003
639702,959,1005
639703,960,1005
639704,957,1004
639705,955,1001
639706,952,1001
639707,948,1001
639708,950,1003
639709,950,1003
639710,953,1001
639711,954,1002
639712,953,1000
639713,948,999
639714,949,1002
639715,950,1004
639716,948,1002
639717,950,1002
639718,948,1000
639719,946,1000
639720,947,999
639721,948,1003
639722,948,1003
639723,948,999
639724,947,997
639725,947,996
639726,945,997
639727,945,993
639728,944,987
639729,942,980
639730,934,974
639731,924,971
639732,922,968
639733,918,978
639734,915,997
639735,906,1026
639736,913,1053
639737,932,1075
639738,962,1098
639739,997,1123
639740,1034,1146
639741,1086,1170
639742,1143,1182
639743,1188,1168
639744,1217,1115
639745,1222,1045
639746,1189,992
639747,1118,981
639748,1031,986
639749,957,991
639750,921,994
639751,920,996
639752,929,998
639753,941,997
639754,944,992
639755,939,992
639756,938,995
639757,938,1000
639758,940,996
639759,942,993
639760,942,989
639761,940,990
639762,938,992
639763,940,997
639764,939,995
639765,937,997
639766,936,992
639767,939,989
639768,941,990
639769,940,997
639770,943,995
639771,942,995
639772,940,993
639773,938,993
639774,941,995
639775,941,993
639776,944,995
639777,941,994
639778,937,992
639779,937,991
639780,938,994
639781,939,997
639782,941,994
639783,941,994
639784,941,992
639785,939,991
639786,941,994
639787,940,995
639788,942,995
639789,942,996
639790,939,995
639791,939,991
639792,940,993
639793,943,994
639794,944,992
639795,943,991
639796,944,990
639797,942,993
639798,943,996
639799,945,996
639800,946,996
639801,945,997
639802,940,993
639803,937,990
639804,937,992
639805,938,996
639806,939,997
639807,938,993
639808,937,991
639809,936,991
639810,939,989
639811,940,991
639812,941,989
639813,941,990
639814,941,986
639815,938,986
639816,938,988
639817,940,988
639818,943,986
639819,943,984
639820,941,984
639821,939,981
639822,940,983
639823,941,986
639824,944,986
639825,944,983
639826,940,979
639827,940,977
639828,939,977
639829,940,979
639830,942,977
639831,943,974
639832,937,972
639833,933,969
639834,934,973
639835,932,972
639836,938,971
639837,937,970
639838,937,968
639839,935,970
639840,938,971
639841,939,974
639842,940,972
639843,941,972
639844,939,971
639845,939,970
639846,939,975
639847,942,979
639848,945,982
639849,945,986
639850,944,984
639851,944,987
639852,945,988
639853,952,991
639854,953,993
639855,953,995
639856,951,995
639857,950,996
639858,952,999
639859,956,999
639860,958,998
639861,957,999
639862,957,998
639863,955,997
639864,957,997
639865,959,1002
639866,960,1003
639867,959,1004
639868,956,1001
639869,955,1003
639870,955,1003
639871,958,1006
639872,957,1005
639873,958,1003
639874,955,1000
639875,952,1001
639876,955,1005
639877,956,1006
639878,958,1006
639879,959,1005
639880,959,1002
639881,956,999
639882,957,1000
639883,958,1005
639884,957,1003
639885,956,1003
639886,956,999
639887,951,997
639888,952,1000
639889,954,1002
639890,956,999
639891,956,1001
639892,954,997
639893,952,996
639894,952,999
639895,956,1002
639896,957,1002
639897,957,1000
639898,954,998
639899,953,998
639900,952,998
639901,953,1002
639902,951,1000
639903,952,1001
639904,949,998
639905,946,995
639906,948,997
639907,949,998
639908,951,996
639909,948,994
639910,949,993
639911,946,992
639912,948,996
639913,948,998
639914,951,995
639915,950,993
639916,947,990
639917,945,988
639918,945,992
639919,945,995
639920,946,995
639921,947,994
639922,946,989
639923,943,989
639924,942,990
639925,943,994
639926,944,990
639927,943,992
639928,941,993
639929,937,990
639930,942,992
639931,942,994
639932,943,994
639933,942,994
639934,941,992
639935,942,992
639936,941,992
639937,942,994
639938,944,991
639939,943,992
639940,942,990
639941,941,991
639942,943,993
639943,945,995
639944,946,995
639945,946,994
639946,941,993
639947,938,991
639948,942,992
639949,946,993
639950,950,990
639951,947,989
639952,944,988
639953,938,990
639954,940,995
639955,942,994
639956,945,996
639957,947,990
639958,945,991
639959,941,991
639960,941,994
639961,944,995
639962,949,996
639963,948,992
639964,948,990
639965,947,989
639966,948,990
639967,955,992
639968,956,993
639969,958,995
639970,958,991
639971,957,993
639972,958,994
639973,958,997
639974,959,997
639975,958,997
639976,961,996
639977,962,996
639978,965,999
639979,970,998
639980,972,1002
639981,971,1001
639982,966,998
639983,966,994
639984,965,998
639985,968,1003
639986,965,1000
639987,962,1002
639988,960,999
639989,959,998
639990,958,1001
639991,957,1001
639992,960,1001
639993,958,996
639994,965,995
639995,966,994
639996,963,996
639997,960,999
639998,956,995
639999,954,991
640000,950,988
640001,941,988
640002,940,989
640003,937,992
640004,935,992
640005,938,991
640006,938,989
640007,941,987
640008,940,988
640009,939,990
640010,940,989
640011,935,988
640012,937,985
640013,933,983
640014,933,987
640015,938,987
640016,938,988
640017,939,986
640018,938,985
640019,937,984
640020,939,986
640021,938,989
640022,939,984
640023,938,979
640024,935,975
640025,930,971
640026,927,966
640027,920,964
640028,917,964
640029,912,970
640030,902,988
640031,896,1011
640032,904,1035
640033,931,1052
640034,963,1063
640035,997,1082
640036,1045,1107
640037,1104,1128
640038,1160,1124
640039,1197,1078
640040,1206,1008
640041,1170,958
640042,1092,947
640043,1001,961
640044,933,972
640045,908,977
640046,912,979
640047,924,978
640048,930,976
640049,930,976
640050,931,976
640051,930,981
640052,934,982
640053,934,979
640054,931,975
640055,931,973
640056,929,975
640057,928,976
640058,931,977
640059,931,981
640060,929,979
640061,926,980
640062,928,978
640063,928,977
640064,931,979
640065,930,980
640066,927,980
640067,925,979
640068,925,982
640069,928,982
640070,928,983
640071,930,981
640072,929,977
640073,928,977
640074,927,977
640075,929,981
640076,929,984
640077,929,982
640078,926,978
640079,925,978
640080,926,980
640081,928,981
640082,928,981
640083,928,980
640084,926,978
640085,922,979
640086,921,981
640087,925,983
640088,923,981
640089,925,980
640090,927,981
640091,923,981
640092,927,979
640093,929,982
640094,930,980
640095,929,978
640096,927,978
640097,926,976
640098,926,978
640099,928,978
640100,927,977
640101,924,977
640102,926,974
640103,923,976
640104,925,976
640105,928,980
640106,930,979
640107,927,977
640108,927,972
640109,924,973
640110,923,972
640111,926,974
640112,927,972
640113,926,969
640114,925,967
640115,923,966
640116,926,966
640117,924,971
640118,926,966
640119,928,963
640120,925,958
640121,923,957
640122,920,958
640123,922,957
640124,922,960
640125,923,958
640126,921,955
640127,919,950
640128,917,953
640129,920,953
640130,920,954
640131,921,953
640132,918,952
640133,915,951
640134,916,953
640135,919,956
640136,922,958
640137,920,959
640138,921,961
640139,920,962
640140,923,968
640141,925,973
640142,930,972
640143,932,976
640144,933,974
640145,934,979
640146,939,981
640147,940,986
640148,943,987
640149,945,987
640150,945,985
640151,947,985
640152,947,987
640153,952,990
640154,952,989
640155,952,989
640156,952,986
640157,951,987
640158,951,991
640159,954,993
640160,954,993
640161,953,992
640162,951,990
640163,948,992
640164,948,991
640165,952,993
640166,955,994
640167,952,993
640168,952,990
640169,949,990
640170,948,992
640171,953,992
640172,954,990
640173,955,990
640174,953,988
640175,950,990
640176,951,990
640177,952,993
640178,952,993
640179,953,990
640180,952,987
640181,948,988
640182,948,990
640183,948,992
640184,951,991
640185,951,989
640186,950,986
640187,947,986
640188,948,988
640189,949,987
640190,950,990
640191,949,990
640192,946,985
640193,944,986
640194,945,984
640195,946,986
640196,948,987
640197,946,986
640198,945,987
640199,944,983
640200,943,987
640201,947,987
640202,947,986
640203,946,984
640204,945,986
640205,942,982
640206,944,986
640207,945,987
640208,947,987
640209,945,984
640210,945,983
640211,944,982
640212,944,981
640213,948,984
640214,948,985
640215,947,985
640216,945,985
640217,941,985
640218,940,986
640219,941,987
640220,943,987
640221,946,984
640222,944,985
640223,941,985
640224,942,986
640225,946,991
640226,947,989
640227,947,987
640228,946,984
640229,945,983
640230,947,985
640231,948,989
640232,949,988
640233,949,987
640234,948,988
640235,945,987
640236,946,987
640237,948,989
640238,951,986
640239,949,988
640240,947,985
640241,946,986
640242,946,987
640243,943,989
640244,946,987
640245,945,986
640246,944,983
640247,941,986
640248,944,987
640249,945,989
640250,949,987
640251,950,988
640252,949,985
640253,948,982
640254,951,985
640255,956,986
640256,959,987
640257,961,984
640258,959,984
640259,959,985
640260,959,989
640261,963,990
640262,964,991
640263,966,990
640264,964,987
640265,964,989
640266,968,993
640267,968,995
640268,972,995
640269,973,993
640270,972,992
640271,969,993
640272,971,996
640273,968,998
640274,969,1000
640275,966,1000
640276,966,997
640277,965,994
640278,965,996
640279,965,999
640280,968,996
640281,971,994
640282,975,991
640283,973,990
640284,966,989
640285,961,992
640286,960,990
640287,955,987
640288,954,986
640289,948,984
640290,946,989
640291,948,987
640292,947,985
640293,947,986
640294,946,982
640295,943,981
640296,942,982
640297,946,985
640298,944,984
640299,946,986
640300,943,981
640301,942,981
640302,942,983
640303,944,985
640304,946,986
640305,946,986
640306,945,983
640307,943,982
640308,945,982
640309,945,984
640310,945,979
640311,944,974
640312,939,969
640313,931,960
640314,923,956
640315,918,957
640316,913,963
640317,908,983
640318,900,1011
640319,906,1035
640320,928,1054
640321,959,1066
640322,986,1077
640323,1015,1092
640324,1042,1105
640325,1077,1119
640326,1125,1140
640327,1167,1162
640328,1199,1161
640329,1217,1125
640330,1223,1048
640331,1203,976
640332,1142,954
640333,1052,963
640334,969,973
640335,924,974
640336,917,973
640337,924,973
640338,936,977
640339,940,976
640340,941,976
640341,941,973
640342,938,972
640343,935,969
640344,936,971
640345,937,976
640346,937,974
640347,936,974
640348,935,972
640349,933,971
640350,934,971
640351,937,975
640352,937,976
640353,938,975
640354,939,973
640355,935,972
640356,936,974
640357,937,974
640358,941,975
640359,938,973
640360,937,971
640361,935,970
640362,937,974
640363,940,975
640364,938,974
640365,939,976
640366,936,974
640367,937,971
640368,935,971
640369,935,972
640370,938,975
640371,938,973
640372,937,974
640373,934,973
640374,935,975
640375,939,976
640376,940,975
640377,941,975
640378,939,973
640379,935,974
640380,938,975
640381,940,976
640382,940,976
640383,941,973
640384,939,974
640385,936,970
640386,937,973
640387,940,975
640388,940,975
640389,941,973
640390,940,970
640391,938,969
640392,938,969
640393,938,973
640394,940,972
640395,942,972
640396,941,968
640397,940,967
640398,942,967
640399,943,968
640400,945,965
640401,946,965
640402,943,962
640403,941,962
640404,942,962
640405,944,963
640406,945,961
640407,944,959
640408,943,955
640409,940,954
640410,935,956
640411,939,957
640412,940,956
640413,939,952
640414,939,948
640415,938,947
640416,940,949
640417,941,952
640418,942,953
640419,943,953
640420,940,952
640421,938,950
640422,940,952
640423,942,954
640424,944,956
640425,945,957
640426,943,956
640427,943,960
640428,945,964
640429,946,968
640430,951,973
640431,952,974
640432,951,973
640433,950,977
640434,953,978
640435,956,983
640436,960,986
640437,959,988
640438,961,987
640439,960,985
640440,965,988
640441,966,991
640442,971,990
640443,969,992
640444,969,990
640445,964,989
640446,966,989
640447,966,991
640448,968,989
640449,969,989
640450,967,988
640451,965,988
640452,965,990
640453,967,992
640454,969,990
640455,968,991
640456,968,989
640457,964,988
640458,964,989
640459,966,991
640460,967,992
640461,967,989
640462,962,985
640463,964,987
640464,964,989
640465,965,988
640466,966,989
640467,965,987
640468,965,987
640469,961,986
640470,964,987
640471,964,988
640472,967,990
640473,966,988
640474,965,985
640475,961,985
640476,962,985
640477,962,989
640478,963,989
640479,962,984
640480,960,982
640481,961,981
640482,962,982
640483,962,985
640484,965,984
640485,962,982
640486,959,980
640487,959,978
640488,957,980
640489,958,981
640490,960,980
640491,957,982
640492,955,979
640493,956,978
640494,956,979
640495,958,979
640496,959,980
640497,960,979
640498,957,976
640499,956,977
640500,957,979
640501,958,982
640502,959,980
640503,959,980
640504,957,976
640505,955,976
640506,954,976
640507,957,981
640508,957,981
640509,957,979
640510,956,978
640511,954,976
640512,953,977
640513,954,979
640514,958,981
640515,958,979
640516,957,978
640517,955,976
640518,954,979
640519,959,980
640520,960,981
640521,958,980
640522,959,979
640523,954,975
640524,955,979
640525,960,980
640526,962,983
640527,959,981
640528,958,979
640529,955,977
640530,957,978
640531,957,980
640532,960,980
640533,960,979
640534,955,979
640535,955,978
640536,954,981
640537,957,980
640538,959,980
640539,959,980
640540,957,977
640541,961,977
640542,962,980
640543,970,982
640544,972,984
640545,973,983
640546,972,979
640547,972,982
640548,974,983
640549,977,987
640550,981,989
640551,982,989
640552,981,985
640553,981,984
640554,978,984
640555,979,986
640556,980,987
640557,980,984
640558,979,986
640559,977,990
640560,977,991
640561,976,995
640562,978,996
640563,977,992
640564,978,988
640565,974,989
640566,972,991
640567,974,991
640568,979,990
640569,984,988
640570,982,986
640571,974,983
640572,967,983
640573,965,986
640574,964,985
640575,961,986
640576,956,982
640577,956,979
640578,953,980
640579,952,982
640580,955,981
640581,954,981
640582,953,977
640583,951,979
640584,950,981
640585,953,980
640586,954,980
640587,953,977
640588,950,977
640589,948,974
640590,948,979
640591,950,980
640592,953,983
640593,952,978
640594,948,979
640595,949,974
640596,947,978
640597,950,977
640598,950,973
640599,947,965
640600,944,957
640601,935,953
640602,928,947
640603,924,946
640604,923,957
640605,916,980
640606,908,1009
640607,916,1039
640608,936,1064
640609,967,1090
640610,1004,1114
640611,1041,1140
640612,1092,1164
640613,1151,1179
640614,1203,1169
640615,1233,1113
640616,1235,1031
640617,1194,968
640618,1108,943
640619,1016,951
640620,950,964
640621,919,970
640622,916,968
640623,921,968
640624,925,971
640625,929,971
640626,936,974
640627,944,973
640628,947,973
640629,946,971
640630,944,970
640631,943,968
640632,944,973
640633,943,975
640634,945,975
640635,944,973
640636,943,971
640637,942,968
640638,943,971
640639,944,972
640640,947,974
640641,943,975
640642,940,971
640643,940,969
640644,940,972
640645,938,972
640646,940,975
640647,941,975
640648,937,974
640649,939,972
640650,936,972
640651,940,976
640652,943,974
640653,943,974
640654,943,972
640655,941,973
640656,937,973
640657,940,975
640658,944,974
640659,944,975
